text,label,phishing_type,severity,confidence
"Attention, your account has been locked. Use the secure link to verify your username and restore access. Enter your username and password to continue.

Keywords: log in profile activation code

Security Team,
Cameron Martinez",1,credential_harvesting,high,0.94
"Subject: Code review summary

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Morgan Singh",0,legitimate,low,0.97
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: error, database, antivirus, customer service, maintenance, fix

Support Desk,
Taylor Garcia",1,tech_support,high,0.88
"Subject: Lab availability

Quick reminder about the training session tomorrow. The materials are in the shared drive.

I'll share the slides later today.

Best,
Cameron Wong",0,legitimate,low,0.98
"Subject: Training session notes

Thanks for attending the workshop. Here are the links to references and the slide deck.

Thanks for reviewing the document.

Best,
Casey Nguyen",0,legitimate,low,0.95
"Dear user, this is an expires midnight notice regarding your account. Your access will be limited soon. To avoid interruption, respond asap. This offer is last chance and expires midnight. Follow the instructions immediately.

Keywords: expires today expires expires soon

Regards,
Casey Kim",1,urgency,medium,0.86
"Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: upgrade, patch, malware, scan, network, problem

Sincerely,
Casey Patel",1,tech_support,high,0.86
"Account holder, this is the police accounts team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: microsoft netflix mastercard

Sincerely,
Jamie Singh",1,authority_scam,high,0.89
"Dear customer, final warning. Failure to respond will terminate your account. Immediate action is required to avoid penalty. Your case will be referred to prosecution if unresolved.

Keywords: immediate action terminate criminal

Security Team,
Riley Patel",1,threats,high,0.85
"Hello, your profile has been restricted. Use the secure link to verify your username and restore access. Enter your 2FA code to continue.

Keywords: sign in recovery key security question

Support Desk,
Morgan Nguyen",1,credential_harvesting,high,0.88
"Subject: Training session notes

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Appreciate your feedback on this draft.

Best,
Sam Martinez",0,legitimate,low,0.99
"Account holder, this is the legal compliance team. There are security concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a restriction.

Keywords: director google

Regards,
Casey Brown",1,authority_scam,high,0.83
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: while supplies last, hurry, asap

Sincerely,
Taylor Wong",1,urgency,high,0.82
"Hi there, this is the fbi security team. There are policy concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Keywords: medicare agency federal

Regards,
Jamie Khan",1,authority_scam,high,0.8
"Subject: Onboarding checklist

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Feel free to add notes before we meet.

Best,
Casey Lee",0,legitimate,low,0.98
"Dear user, this is an deadline notice regarding your account. Your access will be limited today. To avoid interruption, act now. This offer is time sensitive and ends soon. Follow the instructions now.

Keywords: immediate expires expires soon ends soon

IT Desk,
Jordan Patel",1,urgency,high,0.73
"Attention, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: signin, activation code, two factor, change password, username

Sincerely,
Casey Nguyen",1,credential_harvesting,high,0.91
"Subject: Team lunch planning

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Let me know if the timing works for you.

Best,
Jamie Brown",0,legitimate,low,0.99
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: sudden emergency, we talked about, payment verification, stranded traveler, children's hospital, unusual

Security Team,
Riley Martinez",1,social_engineering_advanced,high,0.91
"Hi there, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: financial request, charity gala, payment verification, unexpected situation, personal story, trust building

Support Desk,
Cameron Wong",1,social_engineering_advanced,high,0.84
"Subject: Conference registration

Sharing the revised documentation with examples. The endpoints are described in section two.

Let me know if the timing works for you.

Best,
Casey Garcia",0,legitimate,low,0.96
"Subject: Conference registration

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

I'll share the slides later today.

Best,
Riley Khan",0,legitimate,low,0.99
"Subject: Project update

Sharing the revised documentation with examples. The new endpoints are described in section two.

Thanks for reviewing the document.

Best,
Sam Garcia",0,legitimate,low,0.98
"Subject: Team lunch planning

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Taylor Wong",0,legitimate,low,0.97
"Account holder, this is the irs compliance team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: fbi lawyer department

Risk Operations,
Alex Lee",1,authority_scam,high,0.91
"Hi there, your profile has been locked. Use the secure link to reset password and restore access. Enter your verification code to continue.

Keywords: two factor access code update password recover account

Sincerely,
Morgan Singh",1,credential_harvesting,high,0.92
"Subject: Conference registration

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

I'll share the slides later today.

Best,
Riley Brown",0,legitimate,low,0.95
"Subject: Networking event details

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Taylor Brown",0,legitimate,low,0.99
"Notice, your login has been locked. Use the secure link to reset password and restore access. Enter your verification code to continue.

Keywords: sign in security code

Risk Operations,
Taylor Singh",1,credential_harvesting,high,0.9
"Subject: Office maintenance

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

I'll share the slides later today.

Best,
Cameron Singh",0,legitimate,low,0.96
"Hello, we detected a security alert on your account. To authenticate access, please validate your information. Your account may be locked until you recover it.

Keywords: verify unauthorized

Risk Operations,
Morgan Kim",1,social_engineering,high,0.78
"Subject: Office maintenance

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Avery Singh",0,legitimate,low,0.99
"Subject: Welcome aboard

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Riley Martinez",0,legitimate,low,0.95
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: limited offer, expires midnight, while supplies last, instantly

Support Desk,
Taylor Nguyen",1,urgency,medium,0.91
"Hello, we detected a security alert on your account. To restore access, please validate your information. Your account may be locked until you reactivate it.

Keywords: verify recover

Compliance Team,
Jamie Patel",1,social_engineering,high,0.79
"Subject: Budget planning

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Alex Nguyen",0,legitimate,low,0.99
"Subject: Weekly status report

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Alex Kim",0,legitimate,low,0.98
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: sincere, hotel, remembered you, replacement cards

Account Services,
Avery Khan",1,romance_dating,medium,0.77
"Notice, this is the legal security team. There are policy concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: facebook human resources medicare ebay

Regards,
Jamie Kim",1,authority_scam,high,0.87
"Subject: Meeting follow-up

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Avery Patel",0,legitimate,low,0.96
"Hi there, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: delete after reading, click here, download, attachment, visit

Regards,
Avery Kim",1,generic_phishing,low,0.87
"Account holder, this is the government accounts team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: medicare president court paypal official

Account Services,
Jamie Brown",1,authority_scam,high,0.88
"Subject: Lab availability

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Let me know if the timing works for you.

Best,
Cameron Patel",0,legitimate,low,1.0
"Notice, this is the apple security team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: facebook visa homeland security bank of america

Compliance Team,
Morgan Lee",1,authority_scam,high,0.85
"Hi there, final warning. Failure to respond will restrict your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Keywords: jail forfeit arrest

Compliance Team,
Alex Kim",1,threats,high,0.84
"Subject: Schedule confirmation

Thanks for attending the workshop. Here are the links to references and the slide deck.

Feel free to add notes before we meet.

Best,
Jamie Kim",0,legitimate,low,0.97
"Dear user, we detected unusual activity on your account. To verify access, please confirm your information. Your account may be locked until you recover it.

Keywords: access denied expired account closed suspended

Risk Operations,
Riley Khan",1,social_engineering,high,0.8
"Subject: Weekly status report

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Avery Lee",0,legitimate,low,0.99
"Hi there, your account has been suspended. Use the secure link to verify your username and restore access. Enter your verification code to continue.

Keywords: 2fa sign in recovery key

Risk Operations,
Alex Martinez",1,credential_harvesting,high,0.9
"Notice, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: hotel asking, unexpected situation, medical conference, stolen

Account Services,
Cameron Martinez",1,social_engineering_advanced,high,0.89
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: issue, update, bug

Sincerely,
Morgan Singh",1,tech_support,high,0.79
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: extend stay, lonely, widow, dublin, unexpected situation, soulmate

Account Services,
Cameron Singh",1,romance_dating,medium,0.72
"Subject: Budget planning

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Appreciate your feedback on this draft.

Best,
Jordan Brown",0,legitimate,low,0.95
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: limited time, instantly, today only

Regards,
Cameron Lee",1,urgency,high,0.88
"Subject: Training session notes

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Let me know if the timing works for you.

Best,
Casey Wong",0,legitimate,low,0.99
"Hello, this is an rush notice regarding your account. Your access will be limited today. To avoid interruption, act now. This offer is last chance and expires midnight. Follow the instructions immediately.

Keywords: expires today urgent expires midnight ends soon act fast

Risk Operations,
Jamie Nguyen",1,urgency,high,0.71
"Attention, your login has been locked. Use the secure link to update password and restore access. Enter your 2FA code to continue.

Keywords: update password backup codes two factor

Sincerely,
Riley Lee",1,credential_harvesting,high,0.84
"Attention, congratulations! You are the winner of a prize. To claim your payment of £2,500, please provide your credit card to process the sum. This offer is available today only.

Keywords: fee euros

Risk Operations,
Taylor Kim",1,financial_scam,high,0.89
"Hi there, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: stolen, medical conference, temporary loan, payment verification, children's hospital

Sincerely,
Riley Lee",1,social_engineering_advanced,high,0.96
"Dear user, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, complete the form now. This offer is time sensitive and ends soon. Follow the instructions immediately.

Keywords: expires midnight limited time time sensitive expires soon act now

Regards,
Taylor Singh",1,urgency,medium,0.79
"Account holder, your account has been restricted. Use the secure link to verify your username and restore access. Enter your username and password to continue.

Keywords: account change password forgot password sign in recovery key

Support Desk,
Morgan Singh",1,credential_harvesting,high,0.95
"Subject: Team lunch planning

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Jamie Lee",0,legitimate,low,0.97
"Subject: Networking event details

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Jamie Lee",0,legitimate,low,0.96
"Hello, final warning. Failure to respond will seize your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Keywords: consequences cancel

Security Team,
Avery Wong",1,threats,high,0.82
"Subject: Lab availability

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Casey Brown",0,legitimate,low,0.99
"Subject: Team lunch planning

Quick reminder about the training session tomorrow. The materials are in the shared drive.

I'll share the slides later today.

Best,
Alex Khan",0,legitimate,low,0.99
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: charity gala, medical conference, trust me, widower

Regards,
Cameron Brown",1,romance_dating,high,0.9
"Subject: Documentation review

Thanks for attending the workshop. Here are links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Riley Nguyen",0,legitimate,low,0.97
"Hello, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: password, recovery key, two factor, account, backup codes, sign in

IT Desk,
Morgan Patel",1,credential_harvesting,high,0.94
"Subject: Performance feedback

Sharing the revised documentation with examples. The endpoints are described in section two.

Thanks for reviewing the document.

Best,
Cameron Patel",0,legitimate,low,0.99
"Subject: Networking event details

Sharing the revised documentation with examples. The endpoints are described in section two.

Let me know if the timing works for you.

Best,
Avery Garcia",0,legitimate,low,1.0
"Subject: Code review summary

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Feel free to add notes before we meet.

Best,
Cameron Lee",0,legitimate,low,0.98
"Subject: Team lunch planning

Thanks for attending the workshop. Here are the links to references and the slide deck.

I'll share the slides later today.

Best,
Alex Singh",0,legitimate,low,0.95
"Subject: Budget planning

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

I'll share the slides later today.

Best,
Morgan Lee",0,legitimate,low,0.95
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: medical conference, unexpected situation, emergency loan, personal story, charity gala, we talked about

Compliance Team,
Riley Brown",1,social_engineering_advanced,high,0.94
"Notice, your login has been suspended. Use the secure link to update password and restore access. Enter your verification code to continue.

Keywords: two factor account access code forgot password

Sincerely,
Cameron Khan",1,credential_harvesting,high,0.84
"Subject: Team lunch planning

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

I'll share the slides later today.

Best,
Alex Singh",0,legitimate,low,0.96
"Notice, this is the security department compliance team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: chairman microsoft department twitter ceo

Account Services,
Sam Martinez",1,authority_scam,high,0.81
"Account holder, this is an act now notice regarding your account. Your access will expire within 24 hours. To avoid interruption, act now. This offer is time sensitive and expires midnight. Follow the instructions immediately.

Keywords: deadline 48 hours act now

Risk Operations,
Taylor Patel",1,urgency,high,0.81
"Subject: Code review summary

Thanks for attending the workshop. Here are the links to references and the slide deck.

Feel free to add notes before we meet.

Best,
Taylor Garcia",0,legitimate,low,0.99
"Notice, congratulations! You are the selected recipient of a prize. To claim your gift of €5,000, please provide your credit card to process the amount. This deal is available today only.

Keywords: mortgage payment routing number dollar refund

Risk Operations,
Avery Singh",1,financial_scam,medium,0.69
"Account holder, congratulations! You are the winner of a reward. To redeem your gift of ₹80,000, please provide your routing number to process the amount. This offer is limited time.

Keywords: routing number sale

Account Services,
Jordan Martinez",1,financial_scam,high,0.88
"Subject: Networking event details

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Avery Singh",0,legitimate,low,1.0
"Hello, we detected a login attempt on your account. To verify access, please update your information. Your account may be locked until you recover it.

Keywords: suspended breach

Risk Operations,
Alex Brown",1,social_engineering,high,0.8
"Subject: Research discussion

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Let me know if the timing works for you.

Best,
Alex Patel",0,legitimate,low,0.98
"Attention, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: security code, password, login, sign in, account, username

Compliance Team,
Alex Martinez",1,credential_harvesting,high,0.87
"Subject: Meeting follow-up

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Casey Lee",0,legitimate,low,0.96
"Subject: Lab booking confirmation

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

I'll share the slides later today.

Best,
Alex Patel",0,legitimate,low,0.99
"Subject: Performance feedback

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

I'll share the slides later today.

Best,
Taylor Kim",0,legitimate,low,0.99
"Subject: Research discussion

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Avery Singh",0,legitimate,low,0.99
"Subject: Weekly status report

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Jamie Lee",0,legitimate,low,0.98
"Subject: Invoice confirmation

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Alex Patel",0,legitimate,low,0.99
"Subject: Lab availability

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Let me know if the timing works for you.

Best,
Jamie Martinez",0,legitimate,low,0.96
"Subject: Quarterly roadmap

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Let me know if the timing works for you.

Best,
Riley Brown",0,legitimate,low,0.98
"Subject: Workshop recap

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

I'll share the slides later today.

Best,
Alex Lee",0,legitimate,low,0.99
"Subject: Welcome aboard

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Cameron Garcia",0,legitimate,low,0.98
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: dating, charity gala, widow, doctor

Support Desk,
Morgan Singh",1,romance_dating,high,0.77
"Hi there, this is the fraud prevention compliance team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a restriction.

Keywords: american express whatsapp department

Compliance Team,
Casey Brown",1,authority_scam,high,0.82
"Subject: Welcome aboard

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Casey Singh",0,legitimate,low,0.96
"Subject: Team lunch planning

Sharing the revised documentation with examples. The endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Taylor Martinez",0,legitimate,low,0.95
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: username, passcode, recover account

Compliance Team,
Jordan Martinez",1,credential_harvesting,high,0.9
"Hello, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: urgent, act now, today only

Regards,
Riley Singh",1,urgency,high,0.81
"Subject: Training session notes

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Cameron Khan",0,legitimate,low,0.95
"Subject: Weekly status report

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Riley Garcia",0,legitimate,low,0.96
"Subject: Office maintenance

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Avery Patel",0,legitimate,low,0.98
"Notice, we detected unusual activity on your account. To restore access, please confirm your information. Your account may be temporarily on hold until you recover it.

Keywords: security reactivate security alert

IT Desk,
Jordan Kim",1,social_engineering,high,0.79
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: we talked about, ran into, charity gala, hotel asking, stolen, you were wearing

Compliance Team,
Cameron Patel",1,social_engineering_advanced,high,0.97
"Dear customer, this is an while supplies last notice regarding your account. Your access will be limited today. To avoid interruption, respond asap. This offer is last chance and ends soon. Follow the instructions immediately.

Keywords: expire hurry

Account Services,
Cameron Nguyen",1,urgency,medium,0.75
"Dear customer, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: temporary loan, transfer back, understand these

Account Services,
Sam Kim",1,social_engineering_advanced,high,0.9
"Dear customer, congratulations! You are the winner of a prize. To claim your gift of 3 BTC, please provide your credit card to process the amount. This deal is limited time.

Keywords: collect bonus commission

Risk Operations,
Morgan Kim",1,financial_scam,medium,0.83
"Notice, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: unexpected situation, children's hospital, we talked about, emergency loan

IT Desk,
Cameron Singh",1,social_engineering_advanced,high,0.88
"Hi there, we detected a security alert on your account. To authenticate access, please validate your information. Your account may be temporarily on hold until you reactivate it.

Keywords: security restore frozen

Sincerely,
Riley Singh",1,social_engineering,high,0.8
"Subject: Conference registration

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Alex Garcia",0,legitimate,low,0.95
"Subject: Budget planning

Thanks for attending the workshop. Here are the links to references and the slide deck.

I'll share the slides later today.

Best,
Casey Khan",0,legitimate,low,0.99
"Dear customer, this is an expires today notice regarding your account. Your access will expire within 24 hours. To avoid interruption, respond asap. This offer is time sensitive and ends soon. Follow the instructions now.

Keywords: 48 hours limited time deadline

Sincerely,
Taylor Wong",1,urgency,medium,0.83
"Subject: Research discussion

Sharing the revised documentation with examples. The new endpoints are described in section two.

Thanks for reviewing the document.

Best,
Morgan Garcia",0,legitimate,low,0.99
"Subject: Team lunch planning

Sharing the revised documentation with examples. The endpoints are described in section two.

I'll share the slides later today.

Best,
Sam Nguyen",0,legitimate,low,0.96
"Subject: Welcome aboard

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Casey Wong",0,legitimate,low,0.98
"Hi there, we detected a login attempt on your account. To verify access, please update your information. Your account may be restricted until you reactivate it.

Keywords: restore confirm locked compromised

Risk Operations,
Cameron Kim",1,social_engineering,high,0.82
"Subject: Meeting follow-up

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Casey Brown",0,legitimate,low,0.99
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: now, urgent, quick, 24 hours

Compliance Team,
Jamie Lee",1,urgency,medium,0.87
"Attention, final warning. Failure to respond will terminate your account. Immediate action is required to avoid penalty. Your case will be referred to court if unresolved.

Keywords: terminate desist warrant restrict

Account Services,
Jamie Kim",1,threats,high,0.82
"Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: update, customer service, ransomware

Sincerely,
Riley Patel",1,tech_support,high,0.82
"Subject: Training session notes

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Jamie Lee",0,legitimate,low,0.96
"Subject: Networking event details

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Let me know if the timing works for you.

Best,
Morgan Garcia",0,legitimate,low,0.98
"Subject: Onboarding checklist

Sharing the revised documentation with examples. The new endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Riley Wong",0,legitimate,low,0.97
"Subject: Classroom logistics

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Feel free to add notes before we meet.

Best,
Taylor Garcia",0,legitimate,low,0.96
"Dear user, your login has been suspended. Use the secure link to update password and restore access. Enter your username and password to continue.

Keywords: forgot password settings

IT Desk,
Cameron Brown",1,credential_harvesting,high,0.92
"Subject: Quarterly roadmap

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Let me know if the timing works for you.

Best,
Jordan Nguyen",0,legitimate,low,0.96
"Subject: Schedule confirmation

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Sam Wong",0,legitimate,low,0.99
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: ransomware, problem, scan, network admin, trojan, patch

Regards,
Morgan Lee",1,tech_support,high,0.83
"Subject: Training session notes

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Morgan Garcia",0,legitimate,low,1.0
"Subject: Code review summary

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Jordan Khan",0,legitimate,low,0.97
"Subject: Code review summary

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Thanks for reviewing the document.

Best,
Riley Patel",0,legitimate,low,0.98
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: international issues, sincere, replacement cards, unexpected situation, engineer

Regards,
Casey Garcia",1,romance_dating,medium,0.8
"Subject: Research discussion

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Taylor Nguyen",0,legitimate,low,1.0
"Hello, final warning. Failure to respond will terminate your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Keywords: freeze legal action prison block

Account Services,
Jamie Martinez",1,threats,high,0.94
"Subject: Classroom logistics

Thanks for attending the workshop. Here are the links to references and the slide deck.

I'll share the slides later today.

Best,
Alex Brown",0,legitimate,low,0.99
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: announcement, install, link, go to, do not forward, private

Account Services,
Casey Khan",1,generic_phishing,low,0.79
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: spyware, security software, infection

Account Services,
Jamie Khan",1,tech_support,high,0.95
"Subject: Schedule confirmation

Sharing the revised documentation with examples. The endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Alex Patel",0,legitimate,low,0.99
"Subject: Classroom logistics

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

I'll share the slides later today.

Best,
Jordan Patel",0,legitimate,low,0.97
"Attention, congratulations! You are the winner of a refund. To claim your gift of $1,200, please provide your account number to process the total. This deal is limited time.

Keywords: amount medical treatment loan

Risk Operations,
Riley Khan",1,financial_scam,medium,0.78
"Subject: Workshop recap

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Casey Martinez",0,legitimate,low,0.96
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: final notice, asap, today only, while supplies last, deadline, act fast

Regards,
Jamie Lee",1,urgency,high,0.8
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: fix, tech support, technical support, firewall, network admin

Sincerely,
Riley Nguyen",1,tech_support,high,0.89
